,snr,ch,packet,nn_loss,bl_loss
5874,12.0,F,5874,0.02261,0.03076
7250,20.0,C,7250,0.05395,0.00741
3363,12.0,A,3363,0.11145,0.0218
9447,32.0,F,9447,0.01709,0.00257
4810,24.0,A,4810,0.02454,0.00153
1031,24.0,C,1031,0.14371,0.00561
7213,36.0,F,7213,0.00376,0.00486
9210,32.0,D,9210,0.01878,0.00348
3464,12.0,A,3464,0.0677,0.0511
2162,24.0,B,2162,0.03329,0.0026
2310,28.0,D,2310,0.02885,0.02314
167,32.0,A,167,0.01957,0.00015
9718,24.0,E,9718,0.01454,0.00762
3336,12.0,C,3336,0.17773,0.02825
7904,28.0,C,7904,0.00591,0.00115
9980,40.0,E,9980,0.01133,0.00323
9128,20.0,B,9128,0.00787,0.00666
5342,24.0,A,5342,0.03095,0.00195
9865,36.0,D,9865,0.00995,0.00376
9459,24.0,A,9459,0.01242,0.00093
6327,40.0,B,6327,0.01218,0.00044
7161,16.0,C,7161,0.00146,0.0131
176,20.0,B,176,0.03526,0.00391
3036,20.0,E,3036,0.08939,0.00616
7443,28.0,A,7443,0.01727,0.0007
2964,36.0,A,2964,0.02242,9e-05
1921,32.0,B,1921,0.01263,0.0006
4243,36.0,B,4243,0.0043,0.00015
5326,36.0,B,5326,0.25221,0.00045
9591,28.0,E,9591,0.02847,0.01958
6873,40.0,A,6873,0.01057,7e-05
1617,20.0,E,1617,0.00175,0.03308
4068,20.0,F,4068,0.00425,0.01614
3429,12.0,F,3429,0.05666,0.02494
6986,20.0,D,6986,0.00625,0.01477
8517,24.0,C,8517,0.00092,0.0032
7338,16.0,F,7338,0.02071,0.01863
8434,36.0,D,8434,0.01262,0.00394
4303,16.0,E,4303,0.12756,0.03289
5785,24.0,A,5785,0.0272,0.00332
6848,40.0,F,6848,0.0235,0.02554
4044,32.0,A,4044,0.0671,0.00026
4294,20.0,D,4294,0.01156,0.0056
3596,20.0,F,3596,0.02322,0.09409
2902,40.0,F,2902,0.00615,0.03986
196,12.0,E,196,0.00475,0.05212
2699,20.0,C,2699,0.03278,0.00971
2113,32.0,D,2113,0.00935,0.00102
8252,32.0,F,8252,0.03225,0.04278
2901,12.0,E,2901,0.0249,0.07452
1441,40.0,C,1441,0.01202,0.00539
2184,40.0,C,2184,0.01273,0.00055
9563,24.0,A,9563,0.02967,0.00149
5049,32.0,D,5049,0.00736,0.00039
6793,16.0,A,6793,0.09428,0.01349
5486,12.0,F,5486,0.04334,0.07395
5142,24.0,C,5142,0.01232,0.00244
7858,20.0,F,7858,0.00688,0.01827
2082,32.0,F,2082,0.01127,0.00458
4161,24.0,C,4161,0.00051,0.00602
9567,28.0,F,9567,0.18964,0.05939
4341,24.0,D,4341,0.00282,0.00287
4201,32.0,F,4201,0.29375,0.00901
7874,40.0,D,7874,0.00515,0.00354
2776,20.0,D,2776,0.00823,0.00858
5604,24.0,A,5604,0.05223,0.00101
3897,36.0,D,3897,0.00062,0.00125
8797,24.0,F,8797,0.02221,0.0895
1112,12.0,A,1112,0.03917,0.04069
2468,12.0,D,2468,0.00618,0.03993
374,28.0,D,374,0.01513,0.00531
201,16.0,B,201,0.01633,0.01766
2425,12.0,F,2425,0.04957,0.17237
5422,40.0,C,5422,0.03912,0.01478
2210,20.0,F,2210,0.01298,0.0366
8414,16.0,E,8414,0.01313,0.06197
540,40.0,D,540,0.00971,0.00439
9255,20.0,B,9255,0.00574,0.00517
4411,28.0,B,4411,0.02974,0.00068
3862,36.0,A,3862,0.00401,0.00012
385,28.0,A,385,0.05651,0.00109
9151,24.0,D,9151,0.004,0.01711
2753,36.0,A,2753,0.02371,0.00012
8021,28.0,A,8021,0.0403,0.00094
8511,20.0,C,8511,0.00245,0.00561
5186,40.0,D,5186,0.00688,0.00431
6871,20.0,C,6871,0.00314,0.00843
8131,24.0,B,8131,0.32384,0.00268
8119,24.0,A,8119,0.0416,0.0028
1046,32.0,D,1046,0.00054,0.00284
8493,32.0,C,8493,0.0057,0.0006
3315,32.0,F,3315,0.02426,0.00978
1282,16.0,F,1282,0.08253,0.08637
7592,40.0,B,7592,0.00334,0.00024
3304,32.0,B,3304,0.01342,0.00026
1456,36.0,C,1456,0.02652,0.0014
9501,16.0,B,9501,0.0265,0.01101
6234,36.0,D,6234,0.03408,0.00132
4644,40.0,C,4644,0.00576,0.00221
2056,16.0,B,2056,0.02041,0.01526
4307,36.0,E,4307,0.00641,0.00765
2039,28.0,C,2039,0.00837,0.00608
2749,24.0,C,2749,0.00895,0.00264
2445,12.0,E,2445,0.02729,0.02647
3105,40.0,E,3105,0.03829,0.00461
256,12.0,F,256,0.00899,0.09381
3793,32.0,F,3793,0.03296,0.01607
9393,28.0,C,9393,0.00146,0.00345
3934,20.0,D,3934,0.00136,0.00806
3919,20.0,F,3919,0.02253,0.03669
8805,40.0,D,8805,0.00983,0.00219
1896,28.0,A,1896,0.07043,0.00086
3259,36.0,F,3259,0.01066,0.0046
6497,24.0,A,6497,0.00864,0.0011
475,12.0,A,475,0.02544,0.03887
1749,12.0,B,1749,0.13409,0.02444
5234,36.0,C,5234,0.00774,0.00411
5448,36.0,F,5448,0.00255,0.01215
2040,32.0,E,2040,0.00285,0.01322
6517,16.0,F,6517,0.06804,0.13838
8708,20.0,F,8708,0.01061,0.04881
3061,20.0,A,3061,0.08066,0.00564
5835,12.0,B,5835,0.02522,0.03344
7524,36.0,C,7524,0.00102,0.00797
6056,12.0,D,6056,0.06102,0.03998
130,36.0,C,130,0.00027,0.00199
7321,24.0,C,7321,0.04217,0.00597
8397,28.0,B,8397,0.00319,0.00084
6603,12.0,D,6603,0.00949,0.02301
2767,16.0,B,2767,0.02323,0.01792
8047,20.0,D,8047,0.00131,0.0075
7166,16.0,A,7166,0.0318,0.0155
79,36.0,A,79,0.03693,0.00013
7682,28.0,F,7682,0.0776,0.05104
5445,20.0,E,5445,0.00598,0.03523
2098,28.0,C,2098,0.00883,0.00275
9235,24.0,A,9235,0.02577,0.00296
9535,16.0,B,9535,0.01025,0.02276
6127,28.0,D,6127,0.48151,0.00177
1632,24.0,E,1632,0.04373,0.00584
3049,20.0,E,3049,0.03198,0.01874
6260,16.0,C,6260,0.0064,0.01695
8423,32.0,D,8423,0.03355,0.00171
6051,28.0,F,6051,0.00804,0.01937
2315,28.0,D,2315,0.06251,0.00314
7371,40.0,A,7371,0.00904,4e-05
4325,36.0,F,4325,0.01723,0.02364
9655,16.0,D,9655,0.02359,0.01717
8337,36.0,D,8337,0.04743,0.01439
9816,40.0,C,9816,0.03421,0.00059
9640,24.0,E,9640,0.02125,0.00693
3915,36.0,B,3915,0.01002,0.00039
1255,12.0,E,1255,0.07081,0.05209
8594,32.0,F,8594,0.01006,0.06379
7545,20.0,F,7545,0.04765,0.05807
7543,40.0,F,7543,0.12624,0.01034
81,16.0,C,81,0.04023,0.0277
7159,24.0,B,7159,0.06135,0.00158
6761,16.0,A,6761,0.08194,0.01387
9572,20.0,E,9572,0.00733,0.04006
5008,32.0,E,5008,0.00108,0.04978
5719,28.0,A,5719,0.04717,0.00087
8198,32.0,F,8198,0.06368,0.09284
7226,36.0,A,7226,0.03623,0.00011
8102,32.0,E,8102,0.01447,0.00837
3738,28.0,C,3738,0.21821,0.00611
2056,24.0,C,2056,0.18524,0.00305
8765,16.0,E,8765,0.02432,0.0147
1969,12.0,F,1969,0.02461,0.03562
1863,40.0,C,1863,0.02494,0.00086
7991,20.0,E,7991,0.11666,0.02315
9127,28.0,E,9127,0.02293,0.00438
1062,20.0,E,1062,0.01359,0.00637
81,20.0,D,81,0.02478,0.00483
5718,32.0,D,5718,0.01199,0.01121
9501,16.0,A,9501,0.10058,0.00902
624,28.0,A,624,0.05251,0.00101
992,40.0,C,992,0.01961,0.00748
8883,16.0,B,8883,0.02468,0.01199
3591,36.0,C,3591,0.00112,0.00068
677,28.0,C,677,0.00665,0.00623
8479,28.0,A,8479,0.03501,0.00074
2307,12.0,D,2307,0.02029,0.03384
16,28.0,E,16,0.00422,0.01481
3690,16.0,A,3690,0.06224,0.00889
1383,28.0,B,1383,0.00459,0.001
5312,36.0,E,5312,0.06368,0.02253
5160,28.0,F,5160,0.0664,0.01499
7362,20.0,C,7362,0.00219,0.00732
8419,16.0,C,8419,0.00082,0.01842
1053,20.0,E,1053,0.03247,0.03211
9202,20.0,B,9202,0.01729,0.00461
3735,24.0,F,3735,0.12894,0.04112
5746,40.0,F,5746,0.04066,0.04438
5000,32.0,C,5000,0.02899,0.00556
1591,40.0,D,1591,0.03444,0.00351
1139,20.0,B,1139,0.00907,0.00884
7020,24.0,B,7020,0.04179,0.00232
8866,40.0,C,8866,0.00075,0.00661
8938,36.0,B,8938,0.01025,0.00093
6121,36.0,F,6121,0.00074,0.02079
23,32.0,D,23,0.02013,0.01196
2403,24.0,E,2403,0.0277,0.00738
3534,32.0,D,3534,0.00101,0.02613
9389,40.0,A,9389,0.02274,6e-05
7471,16.0,E,7471,0.03085,0.01623
824,16.0,C,824,0.06759,0.00689
5304,36.0,C,5304,0.02297,0.00132
3521,36.0,E,3521,0.00329,0.00174
7049,40.0,C,7049,0.01032,0.00052
6216,36.0,F,6216,0.01957,0.01697
4660,16.0,D,4660,0.01999,0.02966
3223,20.0,C,3223,0.09083,0.00608
4729,40.0,A,4729,0.03583,5e-05
9415,16.0,C,9415,0.01824,0.01299
7595,36.0,E,7595,0.00583,0.01181
597,40.0,F,597,0.0172,0.05302
2784,20.0,E,2784,0.00959,0.01692
8049,20.0,D,8049,0.03108,0.01125
6000,40.0,F,6000,0.03816,0.06104
2802,24.0,D,2802,0.00024,0.00651
1041,24.0,B,1041,0.00409,0.00147
2367,24.0,E,2367,0.02226,0.0107
3507,36.0,E,3507,0.18207,0.00402
8274,32.0,A,8274,0.02048,0.00033
4296,32.0,A,4296,0.01547,0.00036
6093,16.0,D,6093,0.04621,0.01621
5781,16.0,B,5781,0.07636,0.01045
6037,40.0,F,6037,0.01075,0.01493
3678,28.0,F,3678,0.00481,0.01866
2543,24.0,B,2543,0.02091,0.00282
8531,12.0,A,8531,0.08612,0.04143
4380,32.0,D,4380,0.01359,0.00411
1879,12.0,E,1879,0.00347,0.03716
3850,40.0,F,3850,0.01735,0.20327
6760,24.0,D,6760,0.07316,0.00784
4314,36.0,C,4314,0.00793,0.0001
7430,40.0,F,7430,0.02077,0.03065
687,28.0,B,687,0.00267,0.001
6527,36.0,C,6527,0.08137,0.00334
2540,32.0,A,2540,0.02209,0.00039
8399,24.0,E,8399,0.03364,0.02595
5313,32.0,E,5313,0.09708,0.0031
8085,28.0,C,8085,0.03756,0.00476
3823,24.0,B,3823,0.02282,0.00141
8385,28.0,D,8385,0.01577,0.00114
3255,36.0,D,3255,0.01429,0.01227
1457,36.0,B,1457,0.02094,0.00037
5241,28.0,A,5241,0.03886,0.00073
4805,32.0,C,4805,0.13581,0.00561
5919,28.0,A,5919,0.02313,0.00058
7891,40.0,A,7891,0.00683,5e-05
6693,20.0,D,6693,0.00319,0.00783
6575,24.0,E,6575,0.01488,0.04782
8740,32.0,F,8740,0.01572,0.05843
846,20.0,D,846,0.04057,0.01198
1162,40.0,E,1162,0.03711,0.00193
7320,24.0,D,7320,0.00574,0.00949
9570,20.0,A,9570,0.03496,0.00413
3878,24.0,D,3878,0.01546,0.007
3473,36.0,D,3473,0.01639,0.0028
8329,36.0,E,8329,0.04718,0.00514
150,36.0,E,150,0.0035,0.00474
2915,36.0,A,2915,0.0219,0.00011
8731,24.0,D,8731,0.01058,0.00343
137,20.0,A,137,0.05169,0.0069
197,36.0,D,197,0.0335,0.00342
4573,36.0,E,4573,0.00412,0.0026
3219,28.0,B,3219,0.16621,0.00144
2206,36.0,C,2206,0.00626,0.00172
853,28.0,B,853,0.00192,0.00065
6091,16.0,C,6091,0.03749,0.01213
907,12.0,A,907,0.03195,0.04074
3029,36.0,D,3029,0.00098,0.00493
9632,24.0,E,9632,0.04363,0.00885
5795,16.0,F,5795,0.11096,0.10458
1457,36.0,F,1457,0.00106,0.01173
2160,36.0,C,2160,0.02359,0.00034
7328,40.0,D,7328,0.00225,6e-05
9067,40.0,F,9067,0.00681,0.06772
4304,12.0,F,4304,0.0259,0.05703
1597,16.0,E,1597,0.01179,0.02732
8269,40.0,B,8269,0.11459,0.00073
5924,24.0,A,5924,0.02012,0.00245
106,28.0,F,106,0.02078,0.01476
506,40.0,A,506,0.02983,4e-05
5094,36.0,C,5094,0.08804,0.00115
2774,20.0,A,2774,0.02534,0.00418
9439,28.0,F,9439,0.01038,0.00376
7011,12.0,C,7011,0.00149,0.01993
4989,24.0,A,4989,0.0439,0.00138
8201,24.0,A,8201,0.03763,0.00157
6392,32.0,A,6392,0.0138,0.00035
8205,36.0,C,8205,0.00148,0.00119
7277,24.0,F,7277,0.00577,0.02427
2875,20.0,C,2875,0.0118,0.00743
7308,20.0,E,7308,0.02366,0.00875
2180,12.0,E,2180,0.01727,0.05726
422,32.0,F,422,0.01537,0.0242
5901,32.0,F,5901,0.06017,0.05641
9083,24.0,A,9083,0.00202,0.0011
1106,28.0,B,1106,0.0774,0.00169
2153,12.0,D,2153,0.01121,0.03391
1317,40.0,C,1317,0.02047,0.00012
2722,40.0,E,2722,0.00103,0.00177
4029,28.0,D,4029,0.00994,0.00387
550,40.0,C,550,0.26849,0.00031
4126,32.0,D,4126,0.0217,0.00273
5133,20.0,C,5133,0.02836,0.01126
1871,36.0,C,1871,0.01681,0.00064
5923,40.0,D,5923,0.07484,0.00246
6122,12.0,E,6122,0.02666,0.04003
7883,28.0,E,7883,0.01446,0.0329
5083,36.0,A,5083,0.02809,0.0001
6117,36.0,A,6117,0.05329,0.00016
5956,24.0,E,5956,0.00725,0.01719
1239,32.0,C,1239,0.00449,0.00243
4771,32.0,F,4771,0.02177,0.04401
6365,40.0,D,6365,0.00275,0.02276
8453,40.0,D,8453,0.03467,0.00467
3275,28.0,A,3275,0.01827,0.00086
1204,20.0,A,1204,0.03491,0.00568
3839,40.0,D,3839,0.02284,0.00176
6976,20.0,A,6976,0.02842,0.0054
1873,40.0,C,1873,0.00075,0.00112
2078,24.0,D,2078,0.00511,0.00175
156,12.0,C,156,0.53803,0.08295
739,24.0,F,739,0.00974,0.07056
4785,40.0,B,4785,0.27955,0.00192
6778,20.0,C,6778,0.02781,0.0024
470,32.0,D,470,0.00034,0.00045
9871,24.0,C,9871,0.0071,0.00381
9291,32.0,A,9291,0.02025,0.00029
9562,40.0,B,9562,0.00063,0.00078
8381,32.0,D,8381,0.00083,0.00501
9559,28.0,E,9559,0.07087,0.05094
6297,32.0,E,6297,0.00235,0.00338
7642,36.0,C,7642,0.0775,0.00151
2898,20.0,A,2898,0.04408,0.00836
4538,24.0,C,4538,0.00256,0.0027
9537,40.0,E,9537,0.00275,0.00853
8139,32.0,C,8139,0.14387,0.00222
7154,16.0,A,7154,0.03782,0.02015
5463,40.0,C,5463,0.00551,0.00017
5092,20.0,D,5092,0.00221,0.01385
7508,36.0,A,7508,0.03031,0.0001
5594,16.0,F,5594,0.07278,0.0213
9978,20.0,A,9978,0.01879,0.0048
7268,36.0,F,7268,0.0155,0.00815
1927,40.0,D,1927,0.00791,0.00331
1769,32.0,A,1769,0.12396,0.00033
5760,28.0,E,5760,0.007,0.01359
5425,40.0,E,5425,0.03411,0.02113
1249,28.0,F,1249,0.00562,0.04805
1409,24.0,D,1409,0.00307,0.002
8610,24.0,A,8610,0.00681,0.00291
7464,28.0,B,7464,0.02656,0.00164
5532,28.0,A,5532,0.03271,0.00061
2570,40.0,F,2570,0.00318,0.00944
7219,12.0,A,7219,0.05716,0.02845
3347,28.0,C,3347,0.05888,0.00198
2040,40.0,C,2040,0.0119,0.00059
9588,24.0,C,9588,0.03196,0.0025
2315,16.0,F,2315,0.01925,0.0843
2232,12.0,F,2232,0.01173,0.10617
1197,16.0,E,1197,0.02409,0.03097
8491,20.0,B,8491,0.04451,0.00951
1276,20.0,A,1276,0.0263,0.00688
5097,28.0,B,5097,0.00029,0.00098
1799,24.0,C,1799,0.00116,0.0019
493,36.0,E,493,0.01696,0.02071
4716,16.0,D,4716,0.00477,0.01989
7320,20.0,D,7320,0.01549,0.00523
3897,36.0,E,3897,0.03464,0.0079
7329,36.0,F,7329,0.02924,0.06158
7866,32.0,E,7866,0.0111,0.02331
1951,16.0,D,1951,0.02415,0.01268
9451,28.0,D,9451,0.04653,0.00579
4728,24.0,A,4728,0.01114,0.0022
1993,40.0,E,1993,0.06409,0.00652
3171,20.0,E,3171,0.00805,0.02504
6244,36.0,D,6244,0.02407,0.0002
5237,36.0,C,5237,0.00204,0.00276
4689,36.0,A,4689,0.01316,0.00017
211,40.0,D,211,0.00893,0.00939
5175,36.0,F,5175,0.02244,0.07555
7358,32.0,E,7358,0.01002,0.00796
1127,36.0,C,1127,0.04114,0.00276
3276,12.0,E,3276,0.01594,0.03377
12,32.0,C,12,0.04287,0.01561
895,20.0,F,895,0.0433,0.08683
8055,36.0,B,8055,0.00862,0.00029
8678,16.0,F,8678,0.05929,0.01644
9270,40.0,B,9270,0.00066,0.00125
4337,16.0,F,4337,0.01657,0.03189
5781,32.0,D,5781,0.01829,0.00858
3362,24.0,C,3362,0.02977,0.00343
6714,12.0,C,6714,0.05392,0.03135
7531,40.0,D,7531,0.01172,0.01372
9184,32.0,B,9184,0.00085,0.00274
4202,16.0,E,4202,0.00589,0.0192
7404,16.0,A,7404,0.14163,0.01181
1749,24.0,F,1749,0.06117,0.06099
6805,16.0,D,6805,0.09952,0.02048
4777,20.0,A,4777,0.01528,0.00325
4558,28.0,F,4558,0.13416,0.00175
6009,32.0,C,6009,0.01439,0.00023
5736,36.0,D,5736,0.00991,0.00585
2627,40.0,A,2627,0.04331,5e-05
9188,16.0,B,9188,0.00108,0.01176
7092,28.0,E,7092,0.01197,0.00499
6587,16.0,F,6587,0.2812,0.0231
6416,28.0,C,6416,0.02234,0.0026
1790,32.0,A,1790,0.0336,0.00046
7168,36.0,E,7168,0.00644,0.00349
1390,36.0,B,1390,0.01012,0.00107
7239,36.0,D,7239,0.00521,0.00031
2032,16.0,F,2032,0.00423,0.0414
5375,20.0,C,5375,0.00966,0.01222
7043,40.0,B,7043,0.00774,0.00026
7066,28.0,A,7066,0.01443,0.00096
4168,28.0,C,4168,0.00652,0.01893
6702,32.0,E,6702,0.01895,0.00662
2579,28.0,D,2579,0.02829,0.00095
1646,20.0,B,1646,0.01225,0.00874
2587,24.0,C,2587,0.01272,0.00492
2205,12.0,A,2205,0.14539,0.02064
1346,12.0,E,1346,0.00843,0.05567
5223,28.0,C,5223,0.06898,0.00191
4681,40.0,E,4681,0.01004,0.01573
9814,28.0,A,9814,0.16281,0.001
1754,20.0,F,1754,0.00565,0.03049
4231,24.0,B,4231,0.01627,0.00246
7241,16.0,E,7241,0.0083,0.01411
2404,20.0,A,2404,0.0356,0.00507
6051,12.0,C,6051,0.09697,0.05992
5590,12.0,E,5590,0.00274,0.04354
4733,36.0,F,4733,0.01875,0.00757
6813,36.0,A,6813,0.03267,0.00012
5990,28.0,A,5990,0.01246,0.00041
9504,28.0,A,9504,0.02437,0.00055
9294,16.0,F,9294,0.03722,0.04893
5886,32.0,D,5886,0.03387,0.00091
5545,24.0,E,5545,0.00311,0.00353
3931,36.0,F,3931,0.01578,0.03051
8002,28.0,D,8002,0.04279,0.01179
2041,12.0,A,2041,0.05567,0.0383
1328,40.0,D,1328,0.00418,0.004
4779,20.0,A,4779,0.03309,0.00511
285,24.0,E,285,0.2294,0.00274
9576,32.0,B,9576,0.00146,0.0008
5006,36.0,D,5006,0.02059,0.00098
7535,16.0,C,7535,0.05278,0.01572
4601,24.0,D,4601,0.01357,0.00175
7548,16.0,B,7548,0.08405,0.01358
3732,32.0,E,3732,0.0016,0.00229
2852,20.0,C,2852,0.00985,0.00572
2771,12.0,F,2771,0.05785,0.04675
9594,24.0,F,9594,0.00076,0.04193
3801,40.0,C,3801,0.00825,0.00153
804,12.0,D,804,0.01842,0.04695
1961,24.0,D,1961,0.01448,0.00428
1482,36.0,E,1482,0.02417,0.00768
7346,36.0,A,7346,0.04201,0.00012
7352,36.0,A,7352,0.0287,9e-05
8953,20.0,A,8953,0.08909,0.00607
1868,24.0,D,1868,0.17425,0.00586
7072,20.0,B,7072,0.02879,0.00387
2485,24.0,C,2485,0.04881,0.00476
7839,20.0,D,7839,0.01345,0.00585
9910,32.0,F,9910,0.06111,0.0778
2295,16.0,B,2295,0.00784,0.00706
5542,28.0,F,5542,0.01095,0.10116
3447,16.0,D,3447,0.00283,0.02112
3380,40.0,F,3380,0.19047,0.03348
6278,40.0,C,6278,0.00158,0.00068
1131,32.0,A,1131,0.05881,0.00034
9679,32.0,C,9679,0.01268,0.00023
5196,36.0,F,5196,0.01099,0.06081
3456,20.0,D,3456,0.00385,0.02077
4080,20.0,F,4080,0.00894,0.02857
4181,36.0,C,4181,0.02561,0.00141
5989,20.0,E,5989,0.00633,0.02137
3274,20.0,E,3274,0.01191,0.03524
9994,32.0,E,9994,0.03295,0.0067
7698,36.0,D,7698,0.00147,0.00164
7391,24.0,F,7391,0.01767,0.0057
272,40.0,E,272,0.00827,0.04265
1749,24.0,B,1749,0.11268,0.00299
7467,28.0,B,7467,0.05206,0.0011
3774,40.0,B,3774,0.04818,0.00295
1063,32.0,D,1063,0.00905,0.0121
9689,36.0,A,9689,0.02307,0.00016
2690,20.0,F,2690,0.00657,0.04139
5351,20.0,A,5351,0.05417,0.00313
2481,32.0,A,2481,0.03727,0.00047
4498,16.0,E,4498,0.00853,0.0262
887,28.0,D,887,0.00424,0.00432
4708,28.0,D,4708,0.00153,0.00125
2257,40.0,E,2257,0.00521,0.00185
7609,40.0,E,7609,0.01663,0.0084
1155,32.0,D,1155,0.01321,0.00113
7933,16.0,B,7933,0.0037,0.01224
9791,40.0,E,9791,0.05452,0.0276
7685,40.0,B,7685,0.01456,0.00099
5289,16.0,E,5289,0.0057,0.01076
4228,12.0,B,4228,0.00885,0.02983
8971,28.0,D,8971,0.01394,0.0032
8491,40.0,B,8491,0.09544,0.00034
1339,36.0,F,1339,0.2076,0.03553
4848,40.0,F,4848,0.02325,0.0907
992,12.0,E,992,0.01334,0.04541
3868,40.0,D,3868,0.02652,0.00013
3530,32.0,E,3530,0.0175,0.02625
836,36.0,F,836,0.02364,0.11463
5911,12.0,E,5911,0.00377,0.05781
37,36.0,B,37,0.1511,0.00011
4456,40.0,A,4456,0.07043,3e-05
6374,28.0,F,6374,0.01412,0.01018
6451,36.0,A,6451,0.01549,0.00018
5661,12.0,A,5661,0.06155,0.04038
9697,40.0,D,9697,0.00907,0.00462
5266,20.0,E,5266,0.01178,0.03531
4373,12.0,B,4373,0.1059,0.04549
7696,24.0,E,7696,0.04227,0.01815
823,36.0,F,823,0.00978,0.15673
2231,32.0,C,2231,0.01244,0.00087
9554,32.0,E,9554,0.06773,0.00902
641,36.0,F,641,0.10714,0.00798
9371,32.0,C,9371,0.01351,0.00197
8955,24.0,A,8955,0.06536,0.00251
1032,24.0,B,1032,0.04852,0.0014
3579,24.0,F,3579,0.09623,0.02047
6315,16.0,A,6315,0.03639,0.00952
8245,24.0,D,8245,0.00077,0.00318
3879,24.0,E,3879,0.17191,0.00733
93,20.0,E,93,0.01732,0.0061
2978,40.0,B,2978,0.05878,0.00014
9499,40.0,E,9499,0.00218,0.00242
1246,32.0,A,1246,0.01078,0.00023
2302,20.0,F,2302,0.0093,0.04485
6420,24.0,B,6420,0.00225,0.00675
7937,12.0,B,7937,0.00628,0.05063
3155,12.0,D,3155,0.01928,0.03551
9245,40.0,C,9245,0.0055,0.00567
8797,40.0,C,8797,0.02412,0.00013
8738,32.0,A,8738,0.027,0.00019
1479,40.0,D,1479,0.00088,0.00385
7273,28.0,B,7273,0.00465,0.00181
5894,20.0,B,5894,0.01426,0.00341
1086,16.0,A,1086,0.0516,0.01363
2058,32.0,F,2058,0.01693,0.09859
9887,28.0,B,9887,0.02248,0.00372
9523,32.0,B,9523,0.04505,0.00046
2849,24.0,E,2849,0.04873,0.01638
5279,16.0,E,5279,0.00822,0.02966
6835,16.0,D,6835,0.0006,0.02015
5311,12.0,E,5311,0.00992,0.02119
8842,24.0,C,8842,0.02704,0.00716
7810,36.0,C,7810,0.31573,0.00224
6968,40.0,E,6968,0.01622,0.01141
3119,28.0,F,3119,0.01364,0.01097
9464,20.0,F,9464,0.07275,0.04118
7362,32.0,F,7362,0.01601,0.0188
1252,20.0,D,1252,0.26681,0.00969
89,24.0,B,89,0.00273,0.00147
4806,28.0,C,4806,0.01465,0.00206
1071,12.0,D,1071,0.01209,0.01809
3799,36.0,A,3799,0.00973,0.00016
2048,32.0,E,2048,0.06056,0.01373
6443,12.0,F,6443,0.01398,0.04476
2254,20.0,F,2254,0.04723,0.06208
4592,32.0,B,4592,0.00397,0.00077
8204,32.0,E,8204,0.00964,0.00332
5849,36.0,B,5849,0.10953,0.0001
6867,36.0,F,6867,0.01717,0.07022
1178,12.0,F,1178,0.01568,0.07969
8404,28.0,F,8404,0.01784,0.01702
5560,40.0,A,5560,0.0397,5e-05
4452,40.0,A,4452,0.02282,3e-05
7883,20.0,D,7883,0.00149,0.00629
3961,32.0,F,3961,0.01122,0.00789
4275,40.0,A,4275,0.02054,9e-05
827,12.0,A,827,0.03168,0.03499
8195,36.0,E,8195,0.01609,0.00347
7683,36.0,B,7683,0.00256,0.00012
2934,36.0,A,2934,0.0442,7e-05
6565,20.0,F,6565,0.02637,0.01474
5915,36.0,B,5915,0.00073,0.00034
5900,40.0,F,5900,0.03403,0.04133
8260,28.0,C,8260,0.00454,0.00321
8115,28.0,F,8115,0.0322,0.01158
4748,12.0,B,4748,0.0174,0.02363
8061,24.0,B,8061,0.01406,0.00456
8797,36.0,A,8797,0.0282,0.00013
8192,20.0,C,8192,0.0236,0.0052
8897,16.0,A,8897,0.03292,0.0179
1157,28.0,E,1157,0.01927,0.01034
609,36.0,C,609,0.11731,0.0002
6780,40.0,D,6780,0.02675,0.0013
9122,28.0,B,9122,0.01621,0.00144
3564,16.0,C,3564,0.02375,0.01713
7083,36.0,A,7083,0.02775,0.00016
7942,40.0,B,7942,0.41775,5e-05
8496,24.0,C,8496,0.00684,0.00124
5748,28.0,A,5748,0.00411,0.00049
8761,24.0,B,8761,0.03165,0.00536
812,16.0,E,812,0.0094,0.03991
1378,20.0,D,1378,0.05716,0.00445
8863,24.0,E,8863,0.01292,0.02307
9856,16.0,E,9856,0.01632,0.04215
7736,20.0,F,7736,0.0358,0.08557
9991,20.0,C,9991,0.01147,0.00633
3483,12.0,A,3483,0.04738,0.01946
4048,20.0,E,4048,0.01791,0.00941
4029,20.0,A,4029,0.04262,0.00547
6102,32.0,C,6102,0.03319,0.00162
4427,32.0,C,4427,0.0269,0.00181
8563,16.0,F,8563,0.13043,0.04801
860,28.0,B,860,0.00349,0.00055
8942,36.0,E,8942,0.03593,0.00856
2443,20.0,D,2443,0.00869,0.01368
3001,24.0,E,3001,0.01347,0.01844
7104,12.0,C,7104,0.01239,0.05105
6883,40.0,F,6883,0.02558,0.01585
836,28.0,F,836,0.02841,0.02628
8530,24.0,D,8530,0.01487,0.00245
2842,16.0,F,2842,0.03118,0.06812
6250,40.0,B,6250,0.01346,0.00182
6107,16.0,C,6107,0.01359,0.01612
3653,40.0,A,3653,0.00417,5e-05
6141,36.0,B,6141,0.08024,0.00015
314,20.0,D,314,0.00202,0.00603
5371,24.0,B,5371,0.03245,0.00239
1821,24.0,E,1821,0.03114,0.01864
1306,20.0,C,1306,0.00381,0.00397
3423,12.0,C,3423,0.00061,0.0273
4821,12.0,A,4821,0.11806,0.02019
85,36.0,A,85,0.02964,0.00017
6536,32.0,F,6536,0.10592,0.01179
